description,rate
Bardzo szybka wysyłka  towar wysokiej jakości. Polecam,1
Miła obsługa towar zgodnie z opisem  szybka realizacja   ogólnie polecam,1
Bardzo szybko i bezproblemowo w dodatku taniej niż wszędzie indziej. Polecam.,1
Wszystko w porządku  towar ok  obsługa szybka  transport gratis.Wszystko w najlepszym porządku! Polecam w 100%!!!,1
bardzo dobra współpraca  szybka transakcja,1
Sklep ma bardzo przyzwoite ceny  bardzo czytelny interfejs strony internetowej i miłą obsługę. Polecam!,1
Szybko bez żadnych zbędnych utrudnień,1
Transakcja przebiegła pomyślnie produkt zgodny z opisem.Okazjonalna cena.Polecam.,1
Wszystko super- cena  czas oczekiwania na odbiór osobisty  obsługa w punkcie odbioru.,1
0,0
Duży wybór artykułów dla dzieci i niemowląt w świetnych cenach. "Dzięki pełnemu profesjonalizmowi jaki prezentuje sklep  wielką przyjemnością jest robienie tu zakupów. Towar pierwsza klasa  przesyłka błyskawiczna. Bardzo dziękuję i polecam wszystkim.,1
Polecam sklep. Bardzo szybka wysyłka. Towar zgodny z opisem.,1
Wszystko się zgadza z opisem podanym na stronie ;-),1
Wszystko ok  sklep na najlepszym poziomie jesli chodzi o sprzedaż wysylkową polecam innym i zachęcam do kupowania.,1
Szybka i fachowa dostawa polecam)),1
Towar sprawnie doręczono  zgodnie z oczekiwaniami. Polecam,1
Same superlatywy. Najlepsza cena. Szybka i tania dostawa. Towar działa bez zarzutu... Aż szkoda  że nie planuję na razie innych zakupów. Jakby co to w każdym razie wiem  gdzie szukać!,1
Strona jest bardzo przejrzysta  opisy jasne i ceny odpowiednio widoczne. Produkty znajdujace sie na stronie sa oryginalne i nizsze niz na innych stronach. Wielkim plusem jest blyskawiczna wysylka. Paczke otrzymalam dzien wczesniej niz zapowiadana data  a ze byl to prezent urodzinowy to bylo to dla mnie bardzo wazne. Za przesylke nic nie zaplacilam.,1
Bardzo szybka dostawa towaru w promocyjnej cenie.,1
Towar zgodny z opisem szybko dostarczony:),1
Bardzo doby kontakt z ze sprzedającym  towar zgodny z opisem  a zdjęcia dobrze oddają jakośc produktu.,1
Wszystko w porządku. Odbiór osobisty  więc oszczędność na przesyłce.,1
transakcja z realizacją bardzo sprawna  potknięcie firmy dotyczyło zamówionego towaru  patelnia na stronie internetowej była z pokrywką  a otrzymałam bez pokrywki  okazało się  że to co na stronie jest nieaktualne  musiałam zgłosić reklamację,1
Bardzo sprawna i sympatyczna obsługa,1
Dziękuje bardzo za przesyłkę  dostawa bardzo szybka. Serdecznie polecam;),1
duży asortyment  bardzo atrakcyjne ceny,1
100% pozytywnie. Szybka przesyłka  informacje na bieżąco. Polecam! :),1
Wszystko ok Szybka przesyłka Polecam!!!,1
dokonałam zakupu karmy dla psa Royal Canin Sterilised. Po pierwsze cena znacznie niższa niż w innych sklepach. Dostawa bardzo szybka. Polecam,1
sklep jest ok tylko firma kurierska nie dowiozła towaru na czas i musiałem osobiście odbierać.,1
wszystko szybko i sprawnie  polecam,1
Polecam. Szybko i bez żadnych problemów.,1
Szybka wysyła  bardzo dobry kontakt :) Polecam :),1
0,0
Wszytko przebiegło bardzo sprawnie i bez problemów. Na wysyłkę nie musiałam długo czekać więc sklep ten oceniam jak najbardziej pozytywnie.,1
szybka obsługa   błyskawiczna wysyłka.Gorąco Polecam !!!,1
Bardzo dobry kontakt  błyskawiczna wysyłka  konkurencyjne ceny. Polecam sklep szkla.com.,1
wszystko w jak najlepszym porządku. Szybko  miło i bezproblemowo :),1
Szybko  łatwo i profesjonalnie.,1
Profesjonalna obsługa  szybko zrealizowane zamówienie. Wszystko w jak najlepszym porządku. Polecam każdemu,1
Jestem bardzo zadowolona. Szybka i sprawna przesyłka oraz bardzo miła obsługa.,1
Jak zwykle bezproblemowo  błyskawiczna wysyłka  polecam.,1
Pełen profesjonalizm błyskawiczna dostawa nie obawiajcie się wpłacać na konto całkowicie bezpiecznie z gwarancją otrzymania przesyłki.Kontakt telefoniczny również bez zarzutu Panie bardzo miłe i pomocne.Polecam.,1
bardzo szybka realizacja zamówienia  wszystko prawidłowo  polecam!,1
Bardzo szybka realizacja zamówienia i błyskawiczna wysyłka. Na soczewki  które zamówiłam  w innych sklepach musiałam czekać zwykle miesiąc - tutaj znacznie krócej. Jak najbardziej polecam.,1
generalnie spoko skloep. zamawialam juz kilka razy i zawsze bylo ok. ostatnio jedynie musialam poczekac dluzej bo nie mieli takich soczewek jakie potrzebowalam.,1
Wszytstko sprawnie  szybko poza tym  że w paczce miał byc gratisowy mały płym a dołączony do soczewek  a go nie było;/,1
goraco polecam!,1
Pełen profesjonalizm  jestem bardzo zadowolona i następnym razem też złożę zamówienie w tym sklepie.,1
Sprawna obsługa  szybka dostawa. Jak najbardziej jestem zadowolona. I są bardzo korzystne ceny.,1
bardzo dobry sklep  super towar  fachowa obsługa,1
szybka profesjonalna obsługa klienta,1
Transakcja została przeprowadzona wzorcowo.Zamówiłam towar odbiorem w sklepie. Byłam na bieżąco informowana smsowo i mailowo o postępie w realizacji mojego zamówienia.Świetny sklep pod każdym względem - szybka realizacja :),1
Przekonałem się  że warto kupować w Tej Firmie i takim kanałem.Jeszcze gdyby ekipa odbierała za darmo stary sprzęt to już byłby luksus.,1
0,0
Wszystko w najlepszym porządku.,1
Beznadzieja!. Tak jedynie mogę określić ten sklep. Wyszykujesz towar z promocji w danym markecie  dzwonisz na infolinię  oby się dowiedzieć czy jest dostępny  tam oczywiście potwierdzają  ale do samego sklepu telefonować nie można. Przyjeżdżasz na miejsce a tam widnieje w systemie jedna sztuka  ale po reklamacji i sprzedać Ci nie mogą. Miałem tak dwa razy w dwóch różnych sklepach. I kto zapłaci mi za paliwo i czas?,-1
Transakcja przebiegła wzorcowo. Polecam.,1
Kupilem druga za mrazarkę tego typu .Trzeba trochę czekac ale wszystko ok,1
Uważam  że sklep jest profesjonalny oraz szybkość realizacji zamówienia bardzo sprawna. Polecam,1
To już mój drugi zakup w tym sklepie i wszystko poszło jak po maśle :) Polecam gorąco.,1
Szybko  sprawnie i sympatycznie.Polecam :),1
Duży wybór produktóe w bardzo przystępnych cenach atrakcyjne rabaty  możliwość odbioru zamówionego towaru w sklepie w miejscu zamieszkania.,1
Solidnie i terminowo. Polecam sklep,1
Zamówienie zostało zrealizowane zgodnie z planem. Sprawnie. Pracownicy sklepu wnieśli lodówkę na III p. i ustawili we wskazanym miejscu. Wszystko zgodnie z tym co ustaliłem z konsultantem sklepu internetowego. Polecam.,1
NIGDY WIĘCEJ WOJNY I ZAKUPÓW W eURORTVAGD"Transakcja szybka i sprawna  sklep godny polecenia  dobry kontakt i miła obsługa.,1
Wszystko w jak najlepszym porządku. Polecam.,1
Mały poślizg w dostępności. Zależało nam na szybkim terminie dostawy w odpowiednich godzinach. Wybraliśmy odpowiednie opcje przy zamówieniu   a potem okazało się ze dostawa przedłuży się o 4 dodatkowe dni. Sama dostawa ok  szybko sprawnie i bardzo profesjonalnie  nie ma się czego doczepić. Ogólnie polecam.,1
Euro RTV Galeria Kazimierz Kraków,1
Sklep  który spełnia potrzeby klienta. Po raz kolejny zostałam obsłużona profesjonalnie i zgodnie z moimi oczekiwaniami. ,1
Miła obsługa szybka i fachowa pomoc  sprzęt bez zastrzeżeń...,1
Sklep RTV Euro AGD jest bardzo dobrym sklepem. Miła obsługa  pachowe porady i atrakcyjne ceny to podstawowe PLUSY sklepu."Pełen profesionalizm szybka i fachowa obsługa ,1
Fachowa obsługa  szybka i terminowa realizacja przesyłki.,1
Generalnie jestem bardzo zadowolony z tej placówki handlowej oraz wogóle takiej formy zakupów.,1
polecam ten sklep. Perfekcyjna i szybka obsługa. A co najważniejsze możliwość odbioru towaru w jednym z wielu sklepów EuroAGD,1
Nie polecam.Ostatnio po zwrocie towaru oczekiwałam około 3 tygodniu na zwrot pieniędzy. Skusiłam się ponownie na zamówienie towaru w merlinie ale żałuję bo mimo informacji przy złożeniu zamówienia że towar będzie wysłany 20.XII to 21.XII poinformowano mnie że jednak wyślą 23.XII i za pośrednictwem Ruchu nie otrzymam (przez ich 3dniowe opóźnienie) towaru przed świętami.Na moje zapytania mailowe nie udzielano informacji. Na infolinii zaproponowano mi pośrednictwo UPS które miało zapewnić dostarczenie towaru 23.XII a okazało się że kurier dzwonił z ulicy o tej samej nazwie...ale sąsiadującej miejscowości i nie mógł poza swój teren wyjechać by mi ten towar dostarczyć. Koniec końców nie otrzymałam i nie otrzymam przesyłki przed świętami choć zamówienie złożyłam 19.XII.,-1
Sklepu nie polecam - kupiłam odżywkę do włosów  na potwierdzenie zamówienia czekałam kilka dni  w końcu przyszła wyczekiwana przesyłka - odżywka inna niż zamawiałam. Odesłałam jako zwrot  zwrócili ale kwotę mniejszą niż przeze mnie zapłacona i bez kosztów przesyłki za zwrotne przesłanie im produktu niewłaściwego (mimo  iż w dokumencie zwrotu nadmieniałam  iż proszę o zwrot tych kosztów). Po interwencji w biurze obsługi powiedziano mi  że zwrot kosztów przesyłki prześlą (musiałam się upominać dwukrotnie)  a różnica w kwocie zapłaconej i zwróconej (czyli to  czego mi nie oddali) przesunęli na moją nadwyżkę na koncie w sklepie i mam ją do wykorzystania przy następnych zakupach. Dla mnie skandal - nie mam zamiaru już korzystać z usług tego sklepu  więc po co mi nadwyżka u nich  chcę zwrot całej zapłaconej przeze mnie kwoty. Po wysłaniu mailem kategorycznego żądania pełnej zapłaconej kwoty dostałam przelew na kwotę właściwą. W sumie na towar czekałam długo (potem ten sam produkt zamówiłam w mniej znanym niż duży merlin sklepie i dostałam go dosłownie w ciągu 2 dni kurierem)  w końcu gdy towar doszedł to inny niż zamawiałam  a zwrotne odzyskanie pełnych poniesionych kosztów kosztowało mnie korespondowanie ze sklepem przez ponad tydzień. Nie polecam !!!,-1
Polecam. Towar zgodny z opisem.,1
3. Miła obsługa,1
0,0
Jestem zadowolona z szybkości realizacji zamówienia. Na pewno skotrzystam ze sklepu merlin.pl przy wyborze innych rzeczy.,1
towar i jakość ok "transakcja przebiekła szybko i sprawnie  jestem zadowolona z dokonanego zakupu  polecam,1
Polecam wszystkim pełny profesjonalizm.,1
Zamowiona ksiazka dotarla o czasie  swietna obsluga  pozdrawiam,1
W dniu dzisiejszym równo po czterech tygodniach otrzymuję informację wygenerowaną automatycznie że brak klocków u dostawców i zamówienie zostaje anulowane - sądze że takowych klocków nie było po prostu od samego początku zamówienia. W ten sposób nie powinien zachowywać się sklep z wieloletnią renomą - odradzam dokonywania zakupów prezentów dla bliskich bo można się nie doczekać.,-1
Szybko profesjonalnie Polecam!!!,1
Szybka realizacja  bardzo dobrze zapakowany towar. Polecam,1
Zamówione produkty otrzymałam bardzo dokładnie zapakowane przed ewentualnym uszkodzeniem. Pani na infolinii pomogła rozwiać wszelkie wątpliwości i doradziła w zakupach. Troszkę długo czekałam za zamówieniem około tyg. ale pewnie dlatego gdyż zamówiłam z 10 pozycji na paragonie. Wszystko inne na plus,1
Bardzo dobry kontakt  szybka dostawa polecam!,1
Bardzo sprawnie działająca infolinia i szybka realizacja zamówienia  natomiast mam zastrzeżenia do prezentacji produktów i kompletowania zamówienia. Kupiłem chlebak i kosz na śmieci. Najpierw wysłano mi chlebak i tylko część kosza na śmieci. Po zgłoszeniu sprawdzono nagrania monitoringu magazynu i dosłano brakującą pokrywkę. Jak się okazało w sklepie było wystawione zdjęcie przekłamujące faktyczny wygląd produktu. Otrzymałem przezroczystą pokrywkę  na zdjęciu była szara. Zaproponowano mi skorzystanie z darmowego odesłania towaru.,1
Bezproblemowe zakupy  towar solidny i zgodny z opisem na stronie.,1
Bardzo szybko wysyłają towar. Jest on zgodny z opisem i bardzo dobrze zapakowany do transportu,1
Jestem zadowolona z przebiegu zakupów. Pierwszy raz robiłam zakupy w sklepie ""Garneczki"",1
Bardzo dobra obsługa i jakość produktów.,1
Szybka przesyłka  produkty zgodnie z oczekiwaniem,1
Rewelacyjny sklep internetowy. Gorąco wszystkim polecam!,1
Świetny sklep  polecam serdecznie,1
Fajne produkty  duży wybór i ceny w sam raz. Polecam.,1
0,0
0,0
Szybko i sprawnie zrealizowane zamówienie. Reklamacja uszkodzonego w transporcie towaru rozpatrzona została w tempie ekspresowym. Polecam!,1
Już kolejny raz zrobiłam zakupy w tym sklepie i po raz kolejny jestem bardzo zadowolona z obsługi (bardzo dobry kontakt ze sklepem  miła i kompetentna obsługa klienta oraz szybka realizacja zmówienia) oraz z jakości otrzymanego towaru. Dlatego nadal będę robiła tam zakupy.,1
Świetny kontakt  szybka   bardzo dobrze zabezpieczona przesyłka to zalety tego sklepu.,1
przesyłka w porządku  bardzo szybka realizacja zamówienia  kontakt ze sklepem również bez zastrzeżeń  polecam,1
Szybka i profesjonalna obsługa  serdecznie polecam tego sprzedawcę.,1
Polecam sklep  sama jeszcze będę tu robiła zakupy,1
Bardzo dobra  przesyłka zapakowana idealnie  moje ""szkło"" dotarło w całości :),1
Kolejny zakup w sklepie i kolejny szybki towar w moim domu.Poleciłam znajomej,1
dzięki za super ekspres w realizacji  sobotnia kawka z kawiarki - boska,1
Bardzo szybka realizacja  jestem zadowolona,1
0,0
Zakupy bez zarzutu. Towar zgodny z opisem  bardzo dobrze zapakowany. Polecam z czystym sumieniem.,1
Szybka i sprawna oraz bezproblemowa realizacja zamówienia ,1
Bardzo dobra komunikacja  zgodnosc z opisem i szybka dostawa.,1
Szybka dostawa jestem zadowolona z produktów z tej strony,1
Świetny sklep  rewelacyjne podejście do klienta  polecam!,1
Mimo opóźnienia z mojej strony przesyłka czekała. Dogodne godziny odbioru i miła obsługa.,1
Bardzo polecam ten sklep internetowy. Szybko zrealizowana dostawa i dobre śledzenie przesyłki.,1
Bardzo udany zakup! Zamówiłam książkę w sobotę  a w poniedziałek o 12 książka była już do odebrania w księgarni. Cena książki mniejsza niż w innych księgarniach. Polecam,1
Świetna obsługa  szybka dostawa i ekstra ceny. Polecam,1
Szybko profesjonalnie  w dobrej cenie.Polecam,1
Towar solidnie i bezpiecznie zapakowany."szybko atrakcyjne ceny  szczerze polecam,1
Transakcja przebiegła pomyślnie  polecam.,1
Rewelacja  miła i profesjonalna obsługa. Polecam,1
Kolejna udana transakcja  kolejny zadowolony klient. Bardzo porządny sklep. Bez zarzutu i jak najbardziej do polecenia.,1
super towary i blyskawiczna wysylka,1
Świetny sklep  miła obsługa. I nowości są na czas. Gorąco polecam.,1
Bardzo gorąco polecam !Wszystko w porządku. Szybko i tanio.,1
Bardzo dobrze przeprowadzona transakcja  ekspresowa dostawa  miła obsługa w szczecińskiej księgarni  sprzedawcy bardzo profesjonalni. POLECAM KAŻDEMU  sam pewnie jeszcze niejednokrotnie skorzystam z Waszych usług!!!,1
szybka realizacja zamówienia. Bardzo niska cena dzięki promocji. Bez zastrzeżeń,1
Transakcja na najwyższym poziomie. Ogromny atut to błyskawiczna wysyłka. Polecam,1
Całkiem dobrze zbudowany serwis internetowy  łatwy w obsłudze. Sklep oferuje często ciekawe promocje.,1
Profesjonalna obsługa  łatwość w obsłudze programu  fajne opcje z obróbką zdjęć. Wszystko ok. Na pewno skorzystam jeszcze nie raz.,1
Wszystko ok  fotoobrazy b. Ładne,1
Składałam kolejne zamówienie i ponownie się nie zawiodłam. Wszystko OK,1
Zamówiłam kalendarze A3 ze zdjęciami  bardzo łatwo wykonuje się samodzielnie projekt  sposób zamawiania również jest prosty  przesyłka błyskawiczna  jakość świetna. Zdecydowanie polecam!,1
Profesjonalizm w obsłudze klienta - w najwyższym stopniu.,1
Wysyłka super ekstra to się nie zmieniło. Tak samo kontakt. Mam nadzieje że moja ocena pomoże w rozwoju. Ponieważ lubię Państwa usługi,1
Obsługa systemu nieprzystosowana do większych zamówień dla zawodowców  trudny  niezrozumiały system obsługi z autorskimi ""kodami""  szczególnie za pierwszym razem całkowicie niezrozumiały i zniechęcający. Potrzebowałem zamówić 300 odbitek 15 x 21  nie było gotowego pakietu z ""kodami"" w takiej ilości  żeby złożyć zamówienie musiałem obejść cały system dokładnie 15 razy  za każdym razem ustawiać parametry odbitek i uważać  żeby się w niczym nie pomylić  zajęło mi to jakieś 2 godziny  po czym okazało się  że źle  że ""kody"" trzeba było kupić na początku. Musiałem obchodzić system kolejne 15 razy  wpisywać idiotyczne kody  skończyłem o 5:25 rano! Klient chce zamówić towar  zapłacić i koniec. Nie obchodzą mnie żadne kody! Rozdzielczość odbitek cudowna  papier cudowny  towar zabezpieczony cudownie!,1
Rewelacja. Świetna jakość książek  super edytor do tworzenia swoich albumów. Elegancki prezent. Bardzo polecam firmę UwolnijKolory.,1
0,0
Bardzo polecam! Błyskawiczna realizacja i super wykonanie :),1
Jestem bardzo zadowolona za jakości oraz szybkości dostawy. Jak najbardziej polecam. Skorzystam ponownie.,1
super jakosc  szybka realizacja ,1
Jestem zadowolona z uslugi. przebieg zamowienia sprawny  szybko  bezproblemowo. oczywiscie polecam,1
Transakcja przebiegła pomyślnie . Polecam.,1
Bardzo się cieszę  że znalazłam tą firmę. Fotoksiążka była rewelacyjna. pozdrawiam.,1
Poza tym wszystko dobrze.,1
Jestem bardzo zadowolona z zakupów! Produkt w dobrej cenie  błyskawiczna i do tego darmowa przesyłka  wszystko zgodnie z oczekiwaniami. Polecam!,1
NAJGORSZY SKLEP INTERNETOWY!!! Zamówiłam telewizor  który nie dotarł w umówionym terminie. Każdorazowa rozmowa telefoniczna kończyła się fiaskiem  żaden konsultant nie potrafił odpowiedzieć co się stało. Za każdym razem otrzymywałam inną odpowiedź. Do tej pory sprawa nie wyjaśniona  produktu brak. Odradzam korzystanie ze sklepu ""Ole Ole"",-1
Bardzo dobry sklep  szybka dostawa i profesjonalna obsługa Polecam!!,1
To mój trzeci zakup w Ole. Sklep godny polecenia.,1
Wysyłka bardzo szybka  faktura na maila bez przypominania  wszystko spoko.,1
Polecam wszystkim niezdecydowanym,1
Transakcja przebiegla pomyślnie. Polecam,1
Profesjonalna i błyskawiczna dostawa. Bardzo dobry kontakt  polecam.,1
SZYBKA WYSYŁKA  SPRAWNY TOWAR  ESTETYCZNA I PRZEJRZYSTA STRONA ,1
Witam  odradzam kupującym usługi tego sklepu. Chciałem skorzystać z akcji promocyjnej Grande Okazjon Powrót. Zachęciła mnie cena tv LG. Po złożeniu zamówienia zostało anulowane. Powodem był brak pozwolenia na sprzedaż mi osobiście tego tv  wydany przez dział handlowy. Poinformowała mnie o tym pani z infolinii. Dodała też  że klienci przy akcji promocyjnej są selekcjonowani pod katem tego czy mają działalność gospodarczą  czy są już klientami sklepu czy dopiero założyli konto. Dobrze że nie ze względu na koloru oczu i obwodu czaszki. Dlatego ja też będę następnym razem prowadził ostrą selekcję gdy będę robił zakupy przez internet. PS towary nie promocyjne mogłem zakupić normalnie  ale zrezygnowałem z zamówienia po tym jak zostałem w ten sposób potraktowany.,-1
Towar zgodny z ofertą. Szybki transport. Polecam.,1
Szybka realizacja  bezproblemowe poruszanie się po sklepie i proces składania zamówień,1
Rzetelna firma  pomimo błędu potrafiła pozytywnie doprowadzić transakcję do końca,1
Bardzo sprawna  szybka dostawa. Towar zgodny z opisem.,1
Sklep godny zaufania. Transakcja przebiegła sprawnie.,1
Edmund Klich Rosjanie uznali lot z 10 kwietnia operował jako cywilny,-1
Straszny to był widok jak Żyd prowadził na,-1
Cześć. Mam na imię Maciek mam 15 lat..... Jestem biseksualistą. Może to sie niektórym wyda dziwne ale mój pierwszy raz chciałbym spędzić z mężczyzną. Jestem z Tarnowa. Panów z Tarnowa lub okolic zapraszam do rozmowy ze mną narazie tylko e-mail mr_focus00@op.pl nie prosze zadnych starych pedofilów :/ Będę rozmawial tylko z młodymi gejami albo biseksualistami pa .Cześć mam 15 lat jestem z Tarnowa napisz do mnie na gg 7149816,-1
brawo te transfery to krzyk rozpaczy pek. misiek roman ludwik grzechu brawo!,-1
skoro jarosław gowin to skrajny liberał to kim są ludzie z i ?,-1
barbara dolniak wicemarszałkiem sejmu  … ,-1
obrady to sprawa demokracji w sadzie nie ma demokracji jest za to prawo.,-1
ach ta manipulacja kolorem...smutny cz-b kaczyński i pogodny kolorowy petru. no palce lizać! szkoda że sondaż trefny..,-1
imigranci są jak woda na młyn waszego poparcia. oby tak dalej :),-1
znając taśmy kulczyk widać że macherzy 3rp nie boją się oni boją się ,-1
przemysław o lisie: ""śpiewanie sto lat tuskowi w studio to symbol""  ,-1
cholera przeciez polska wg to mordor wszystko w ruinie zepsute rozwalone. suprajsss:)  …,-1
j. kaczyński: mamy prawo bronić naszej suwerenności. … ,-1
83 przyjdzie czas i na ciebie ze sie nawrocisz,-1
czegoś nie rozumiem. mianowała do spółek na lata dobrze chce efektów źle... to jak żyć? ,-1
dałoby radę jeszcze jakąś ustawę klepnąć w kończącym sie roku. noc jeszcze młoda ,-1
ale po co? na te wasze ostatnie 2 miesiące rządzenia?,-1
przecież nie ma żadnych zasiłków dla matek więc nawet nie ma co wykreślać platformo obesrana.,-1
ach te twarde dyski wszystko pamiętają :) ,-1
jesteś mięka faja nawet twoja była to przyznała :))) ,-1
ja się oburzylem. ale na głupotę i reszty intelektualnych gigantów i ludzi “uczciwych“…  …,-1
jezu zrozumcie ich  telewizja  tysiac osob ogladajacych ten program  no halo przeciez wiadome jest ze w takich momentach wystepuje stres zastanowcie sie zanim cos napiszecie polowa z was pewnie by sie nawet nie odwazyla tam wyjsc,-1
Nie zapominajmy słów Deynn Zmieniłam się diametralnieJedno jest pewne nie zmieniłam się wcale ,-1
Policjanka zawieszona Śmieszne Wyrzucić z policji Ten policjant powinien ten babci za karę codziennie nosić zakupy do domu chcieliśmy wyróżnić najważniejsze momenty nagrania z monitoringuwykopac ciapactwo z kraju nie sa usiebie i z tym trzeba walczyc sa wa polsce i maja byc na naszych warunkach jak sie nie podoba to do piachu,-1
Biblia nie jest księgą naukową i historycznym zapisem faktów Cel i sens Biblii nie polega naIT s prank bro,-1
Karpa Fajne te glonojady,-1
Kom 20 zł"11 mln  masti pewnie już pływa w hajsie,-1
Kto po raz kolejny przyszedł poczytać kometarze daje lajka XD,-1
Tak  tak  nadal czytacie komentarze ʖ ,-1
Czy mi tylko jest niedobrze,-1
Kto ukoić uszy po czuuxie _,-1
kocham to piosenke 3,-1
3 stanie w przysznicu i plókanie sobie oczu,-1
Dajcie na luz  to tylko FUN ,-1
mięsny jeż   mięsny jeż ty go zjesz  ty go zjesz,-1
Tego nie da sie naprawić ludzie uciekajcie z polski xd,-1
rozjebana osoba to wymyslila,-1
a sowy to podobno znak mondrości NIE ʖ ,-1
I że niby co tu jest lipą,-1
Teraz już wiadomo czemu Magik popełnił samobójstwo Miał wizję  a w niej to coś,-1
ta biedna sowa Myślała że będzie sławną a po usłyszeniu 1 raz ten piosenki dostałA raka ucha a po nagraniach zdechł,-1
Wpadłem poczytać komentarze V,-1
Pokaż  pokaż sowę mi 4x Co wy do niej macie przecierz każdy facety ogląda porno to to jest coś dla was,-1
Idź pan w chuj koniec internetu jest mroczny ,-1
Jak niemożliwe przecież po tym chłopak na pewno cię rzuci Internet Ci tego nigdy nie wybaczy,-1
już to widze jak sexmasterka ma dzieci i ją znajdą na you tube,-1
omg 387tys dyslajkow,-1
Danie dupy D,-1
wyślemy ją kiedyś na Marsa,-1
prosze wypisać ją z listy ministrantów,-1
Na dole konewkaA myślałem że to ja jestem Januszem,-1
Takiego gówna to jeszcze nie widziałem,-1
By Tobie pokazała sowęJuż mam to cały na pamięć chociaż mam 12 lat,-1
a mogłem zostać na antarktydzie,-1
Ty nie zasługujesz na ciastka,-1
masz tydzień na opuszczenie kraju,-1
Parapaparapa Nara  nara,-1
JAK WYŁĄCZYĆ CAPSLOCKA,-1
niech to będzie pierwszy i ostatni teledysk sexmasterki albo niech to yt usunie ,-1
Dla tego jaram zioło żeby zapomnieć o takich rzeczach,-1
ja pierdole czemu ja się urodziłem,-1
poco mój dziadek walczył w powstaniu,-1
fajne bo można się pośmiać,-1
Zagraj w niebieskiego wieloryba,-1
czy ta piosenka to totalne dno i chujnia z patola w jednym Batmanie błagam wypuść mnie a obiecuje znajde ją i przyprowadze do celi więziennej,-1
163 tys w dół i 38 tys w górę To będzie bobowa trasa koncertowa będzie o niej głośno ,-1
jezus maria  biedna płomykówka _,-1
Czemu komentarze usuwasz,-1
TEN KLIP SMAKUJE JAK GÓWNO Besos,-1
czy tylko ja po tym filmie nie mam ochoty ogladac cokolwiek na yt,-1
teraz żałuję  że to Marzence rozpierdoliłem ręke,-1
Nawet ja nie jestem takim plastikiem,-1
Wiem że źle zrobiłem stając na to krzesło Ale chce tylko żeby   on   przestał stawać gdy tylko włącze moją ukochaną piosenke POKA POKA SOWE,-1
Zmiana kierunku  wystrzelić rakiety,-1
Jestem za eutanazją i ponownym podbiciem Polski,-1
o Boże widzisz i nie grzmisz ładna jest  to niestety muszę przyznać ale do puki sie nie odezwie zaśpiewa  a ten teledysk wykonanie i ogólnie całość to dno i wodorosty O,-1
Chyba umarłam w środku,-1
Sorry Aniela  bardzo Cię lubię  jesteś mega pozytywną kobieta z dużym dystansem do siebie Ale sie zawiodłam żeby było w Polsce lepiej to trzeba kurwa samemu kurwa podnosić papierki kurwa z chodnika,-1
Z tym krajem jest coraz gorzej ,-1
zamiast zareagować poważniej to nagrywa,-1
ale Donald tramp to jest za pszeproszeniem Hj,-1
Powinna tego starego obrzydliwego dziada zostawić w pizduWspółczuje jej,-1
najnowszy najlepszy film ,-1
Jak widać po latach Kaczyński co do Merkel wcale się nie pomylił,-1
Jestes nikim zawsze W pierdla dostaiesz poz a pl,-1
Modle sie abyscie ludzie odzyskali glowe i rozwiazali ten wstretny problem pokojowo ale niestety widze ze cala Polska zamienia sie w kraj rasistow i faszystow tych imigrantow rzadania dziecinne zgadza sie Lepiej aby ich tam nie bylo tez sie zgadza   muslim bardzo zla religiaitd  itp Ale to wstyd aby innych nazywac bydlem i jedno drugiego pobudzalo do gwaltu i nagle pieknie mowilo o Hitlerze i Stalinie Czy juz madrych i tych rozwaznych juz w Polsce nie ma,-1
Р Шухевич родився 30 червня 1907Chłopak mimo tego co o nim mówią wygłada na sympatycznego człowiekaGrupa rodziców natomiast jest jakaś grupa która nad wszystkim rządzi i znęca oraz grozi rodzinie tego chłopca,-1
Kurwa jakie to marne,-1
Sexmasterka bije was na głowe ,-1
ale się ludzie ekscytujecie,-1
Czy wy sie bawicie w sexmasterke,-1
Najlepsza 34 sec Cycki,-1
Gdyby wbić w te glonojady igłe i je przedziurawić jak balon  nic by z nich nie zostało cały silikon z którego są zrobione by wypłynął D,-1
PutinKtoś zadzwonił do tego Mariusza w sprawie koncertów D,-1
Tutaj nawet konstruktywnej krytiki nie da się napisać no nie da Inni teraz będą nas z tym kojarzyć jebane glonojady,-1
Zgłaszajcie nadużycie nagość w 034 oraz 257KOCHAM WAS DZIEWCZYNY ,-1
Proszę nie aż mi oczy wypaliło a uszy zwiędły,-1
Do czego świat zmierza,-1
 Pierwszy raz na czas ,-1
Włosy matce zajebałeś z głowy Bedziesz ruchana w dupe dziewczynko  bałaganie jebany,-1
Powoli się budzi"no cóż  kurwa każdy głupi wie  że padaczki się nie da zahamować  jedyne co można zrobić to zabezpieczyć głowę  żeby nie uderzył w nic ale nei ten cwel dociska do ziemi nie wiadomo po co,-1
wpisać na YT bandyci z Izraela obrażają Jezusa Chrystusa i zobaczycie jak media żydowskie pokazują w programie dziecięcym ukrzyżowanie Jezusa Chrystusa dziecko przybija do krzyża małpkę i mówi do niej jesteś Jezusie nazistąa potem tłucze te małpkę Jezusa młotkiem w głowę  aż małpka Jezus umiera w męczarniachkrzycząc w niebo głosy takiego skurwysyństwa nie ma na całej kuli ziemskiej jakie propaguje się w Izraelu   to mowa nienawiści   najplugawsza z najplugawszych,-1
skurwysyna bym podpalil w klatce smierc takim ludziom,-1
